vw_exporter_name,QUANTITY,UNIT_QUANTITY,PRODUCT_DESCRIPTION,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY
AUROBINDO,14280,PAC,LEVETIRACETAM TABLETS 750MG 120S(LEVETIRACETAM TABLETS USP 750MG)(GP-A/SL NO:1799)T.INV.NO:U03/18-19/4996DT:25.02.2019,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,31824,PAC,LEVETIRACETAM TABLETS 1000MG(LEVETIRACETAMTABLETSUSP1000MG)60S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,21432,PAC,LEVETIRACETAM TABLETS 750MG(LEVETIRACETAM TABLETS USP 750 MG)120S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,13416,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,4730,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML(LEV,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,14328,PAC,LEVETIRACETAM TABLETS 750MG (LEVETIRACETAM TABLETS USP 750 MG) 120'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,35856,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500MG) 120 S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,20304,PAC,LEVETIRACETAM TABLETS USP 250MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,21312,PAC,LEVETIRACETAM TABLETS USP 1000MG (60 S PACK)(MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,13416,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,5535360,NOS,LEVETIRACETAM TABLETS 750MG (46128X120'S,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,1287360,NOS,LEVETIRACETAM TABLETS USP 1000MG (21456X60'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,645120,NOS,LEVETIRACETAM TABLETS USP 1000MG (10752X60'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,1935360,NOS,LEVETIRACETAM TABLETS USP 1000MG (32256X60'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,4560,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,8160,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500 MG) 120'S (979200 NOS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,3540,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500 MG) 500'S (1770000 NOS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,21168,PAC,LEVETIRACETAM TABLETS 1000MG (LEVETIRACETAM TABLETS USP 1000MG) 60'S (1270080 NOS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,7152,PAC,LEVETIRACETAM TABLETS 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,7152,PAC,LEVETIRACETAM TABLETS 750MG,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,31776,PAC,LEVETIRACETAM TABLETS 1000MG (LEVETIRACETAM TABLETS USP 1000MG) 60 S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,31872,PAC,LEVETIRACETAM TABLETS 1000MG (LEVETIRACETAM TABLETS USP 1000MG) 60 S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5100,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500MG) 500S (EXPORT INVOICE NO:U03/19-20/2879 DATE:19-OCT-19,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,24456,PAC,LEVETIRACETAM TABLETS 750MG (LEVETIRACETAM TABLETS USP 750 MG) 120S (GP-A/SL NO1799)T.INV.NO:U03/19-20/2880 DT:19.10.20,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,9300,PAC,LEVETIRACETAM TABLETS 750MG(LEVETIRACETA M TABLETS USP 750 MG)120'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5783,NOS,"LEVETIRACETAM ORAL SOLUTION USP 100MG/ML , 473ML PACK",NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,10656,PAC,LEVETIRACETAM TABLETS 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,6720,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,2440,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML(LEVETIRACETAM INJ 500 MG/5 ML (100 MG/ML))2440X10S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,24144,PAC,LEVETIRACETAM TABLETS USP 750MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,936,PAC,LEVETIRACETAM TABLETS USP 250MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5771520,NOS,LEVETIRACETAM TABLETS 750MG (48096 X 120'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,3800,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML(LEVETIRACETAM INJ 500 MG/5 ML (100 MG/ML))380X10S,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,26112,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACET AM 500MG) (100'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,6567,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10690,PAC,LEVETIRACETAM TABLETS 1000MG (LEVETIRACE TAM TABLETS  USP 1000MG) 60'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,16200,PAC,LEVETIRACETAM TABLETS USP 1000MG (60'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,950400,NOS,LEVETIRACETAM TABLETS USP 250MG (7920X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,17616,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,5184000,NOS,LEVETIRACETAM TABLETS USP 500MG (43200X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,686400,NOS,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM 500) (6864X100'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,8280,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML   473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,716,PAC,LEVETIRACETAM TABLETS 750MG(LEVETIRACETA M TABLETS USP 750 MG)120'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5144,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,21408,PAC,LEVETIRACETAM TABLETS USP 1000MG (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5196,PAC,LEVETIRACETAM TABLETS 500MG(LEVETIRACETAM TABLETS USP 500 MG) 500'S (2598000 NO S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,32033,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,4080,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500MG) 120S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,38766,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5184,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10704,PAC,LEVETIRACETAM TABLETS USP 1000MG (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,540,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10680,PAC,LEVETIRACETAM TABLETS 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,25787,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACET AM 500MG)(100'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,1440,PAC,LEVETIRACETAM TABLETS 750MG (LEVETIRACET AM 750MG)(100'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,225120,NOS,LEVETIRACETAM TABLETS USP 750MG (1876X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,622080,NOS,LEVETIRACETAM TABLETS USP 750 MG (5184X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,225120,NOS,LEVETIRACETAM TABLETS USP 750MG (1876X12,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,336960,NOS,LEVETIRACETAM TABLETS USP 750MG (2808X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,3786000,NOS,LEVETIRACETAM TABLETS USP 500MG (7572X500'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,1296000,NOS,LEVETIRACETAM TABLETS 500MG (10800 X 120'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,80000,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (8000X10'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,1756800,NOS,LEVETIRACETAM TABLETS USP 750MG (14640X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,6672,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,10270080,NOS,LEVETIRACETAM TABLETS 500MG (85584 X 120'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,68800,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (6880X10'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,17664,PAC,LEVETIRACETAM TABLETS750MG(AS PER INVOICE & PACKINGLIST)120'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10608,PAC,LEVETIRACETAM TABLETS 750MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,2211840,NOS,LEVETIRACETAM TABLETS USP 500MG (18432X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,927360,NOS,LEVETIRACETAM TABLETS USP 500MG (7728X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,14376,PAC,LEVETIRACETAM TABLETS USP 750MG (120S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,13728,PAC,LEVETIRACETAM TABLETS USP 250MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,14328,PAC,LEVETIRACETAM TABLETS USP 750MG (120S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,7945,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML(LEVETIRACETAM INJ 500MG/5ML(100MG/ML))7945X10S(AS PER INV),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,13440,PAC,LEVETIRACETAM TABLETS USP 1000MG (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,21504,PAC,LEVETIRACETAM TABLETS 250MG (120'S) 2580480 NOS (LEVETIRACETAM TABLETS USP 250 MG),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,22464,PAC,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML   473ML PACK,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,32400,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,7680,PAC,LEVETIRACETAM TABLETS USP 250MG (120'S P,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,3456,PAC,LEVETIRACETAM TABLETS USP 750MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,64512,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,547,PAC,LEVETIRACETAM IN 0.82% SODIUM CHLORIDE INJ 500MG/100ML(5MG/ML)547X10'S(AS PER INV ),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,106,PAC,LEVETIRACETAM IN 0.82% SODIUM CHLORIDE INJ 500MG/100ML(5MG/ML)106X10S(AS PER INV),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,18216,PAC,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML (473 ML PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,17568,PAC,LEVETIRACETAM TABLETS 500MG (120'S) 2108160 NO'S (LEVETIRACETAM TABLETS USP 500MG),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,1043,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S P,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,28680,PAC,LEVETIRACETAM TABLETS USP 750MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5088,PAC,LEVETIRACETAM TABLETS 500MG(LEVETIRACETAM TABLETS USP 500MG) 500S (2544000 EA),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,1368,PAC,LEVETIRACETAM TABLETS USP 250MG (500'S P,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,6672,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML (1'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,1290240,NOS,LEVETIRACETAM TABLETS 500MG (10752 X 120'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,3424320,NOS,LEVETIRACETAM TABLETS 750MG (28536 X 120'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,864000,NOS,LEVETIRACETAM TABLETS 750MG (7200 X 120'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,21504,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500MG) 120 S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,14352,PAC,LEVETIRACETAM TABLETS 750MG (LEVETIRACETAM TABLETS USP 750 MG) 120'S (1722240 NOS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,8196,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5292,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,2976,PAC,LEVETIRACETAM TABLETS USP 250MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,32352,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S P,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10560,PAC,LEVETIRACETAM TABLETS 1000MG(LEVETIRACETAM TABLETS 1000MG) 60 S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10704,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,3504,PAC,LEVETIRACETAM TABLETS 250MG(LEVETIRACETAM TABLETS USP 250 MG)120S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,32026,PAC,LEVETIRACETAM TABLETS USP 1000MG (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,26448,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,64320,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500 MG)120S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,2574,PAC,"LEVETIRACETAM TABLETS 750MG 120'S(APPEND IX-3B, GROUP-A, SL.NO.30)(MEIS SL NO.179 9)",PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10128,PAC,LEVETIRACETAM TABLETS 750MG 120'S(APPEND IX-3B  GROUP-A  SL.NO.30)(MEIS SL NO.179 9),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,7176,PAC,LEVETIRACETAM TABLETS USP 750MG (120'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5760,NOS,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML   473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,9096,PAC,LEVETIRACETAM  TABLETS 750 MG (120'S PAC K),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,36805,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5088,PAC,LEVETIRACETAM TABLETS 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,3960,PAC,LEVETIRACETAM TABLETS USP 750MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10272,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,12144,PAC,LEVETIRACETAM TABLETS USP 750MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,320,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML (LEVETIRACETAM INJ 500MG/5ML (100MG/ML) 0320X10S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,516,PAC,LEVETIRACETAM TABLETS USP 750MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,1968,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,7176,PAC,LEVETIRACETAM TABLETS USP 750MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,8075,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML (LEVETIRACETAM INJ 500MG/5ML(100MG/ML) 8075X10S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,7248,PAC,LEVETIRACETAM TABLETS USP 750MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,1200,PAC,LEVETIRACETAM TABLETS USP 750MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,600000,NOS,LEVETIRACETAM TABLETS USP 750MG (1200X500'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,10533,PAC,LEVETIRACETAM TABLETS 1000MG (LEVETIRACETAM TABLETS USP 1000MG)60'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,3687,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,13368,NOS,LEVETIRACETAM ORAL SOLUTION USP 100 MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,80540,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (8054X10'S),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,858000,NOS,LEVETIRACETAM TABLETS USP 750MG (1716X500'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,1024,PAC,LEVETIRACETAM TABLETS 750MG (LEVETIRACET AM 750MG) (100'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,368,PAC,LEVETIRACETAM TABLETS USP 750MG (500'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,16512,PAC,LEVETIRACETAM TABLETS USP 250MG (120'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10560,PAC,LEVETIRACETAM TABLETS 500MG(LEVETIRACETAM TABLETS USP 500MG ) 120'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,42960,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500 MG) 120S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10656,PAC,LEVETIRACETAM TABLETS 500MG 120'S (LEVETIRACETAM TABLETS USP 250MG ) 120'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,16752,PAC,LEVETIRACETAM TABLETS 500MG (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,144000,NOS,LEVETIRACETAM TABLETS 750MG (LEVETIRACETAM 750) (1440X100'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,1356000,NOS,LEVETIRACETAM TABLETS USP 750MG (2712X500'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,2580480,NOS,LEVETIRACETAM TABLETS USP 250MG (21504X120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
AUROBINDO,13437,PAC,LEVETIRACETAM TABLETS 750MG (LEVETIRACET,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10608,PAC,LEVETIRACETAM TABLETS 500MG (LEVETIRACETAM TABLETS USP 500MG) 120 S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,10464,PAC,LEVETIRACETAM TABLETS 1000MG (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,218,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,12000,PAC,LEVETIRACETAM TABLETS 1000MG  (60'S PACK ),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,43069,PAC,LEVETIRACETAM TABLETS USP 500MG (120'S P,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,1171,PAC,LEVETIRACETAM TABLETS USP 250MG (500'S P ACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,32208,PAC,LEVETIRACETAM TABLETS 500MG 120S(LEVETIRACETAM TABLETS USP 500MG)(GP-A/SL NO:1799)T.INV.NO:U03/19-20/120DT:15.04.2019,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,2580,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
AUROBINDO,5160,PAC,LEVETIRACETAM TABLETS USP 500MG (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
